1	0.552536
2	0.539037
3	0.534547
4	0.519468
5	0.518543
6	0.514628
7	0.500107
8	0.499897
9	0.497993
10	0.497478
11	0.495854
12	0.486321
13	0.481900
14	0.481249
15	0.480312
16	0.478628
17	0.476827
18	0.476825
19	0.476606
20	0.471461
21	0.471174
22	0.469795
23	0.469102
24	0.467979
25	0.467966
26	0.467532
27	0.467104
28	0.466342
29	0.465774
30	0.465635
31	0.465567
32	0.464905
33	0.464831
34	0.464376
35	0.463999
36	0.463598
37	0.463291
38	0.463154
39	0.462604
40	0.461269
41	0.460183
42	0.459965
43	0.459512
44	0.459377
45	0.458569
46	0.458496
47	0.458071
48	0.457779
49	0.457316
50	0.456741
51	0.456537
52	0.456299
53	0.456185
54	0.455976
55	0.455931
56	0.455826
57	0.455764
58	0.455754
59	0.455184
60	0.454907
61	0.454318
62	0.454096
63	0.453970
64	0.453903
65	0.453762
66	0.453534
67	0.453395
68	0.453276
69	0.453121
70	0.452722
71	0.452668
72	0.452638
73	0.452632
74	0.452591
75	0.452160
76	0.452156
77	0.452011
78	0.451588
79	0.451457
80	0.451351
81	0.451056
82	0.450510
83	0.449834
84	0.448951
85	0.448850
86	0.448829
87	0.448604
88	0.448400
89	0.448306
90	0.447973
91	0.447760
92	0.447546
93	0.447164
94	0.446982
95	0.446943
96	0.446703
97	0.446503
98	0.446352
99	0.446060
100	0.445683
101	0.445547
102	0.445520
103	0.445440
104	0.445117
105	0.444972
106	0.444937
107	0.444917
108	0.444686
109	0.444632
110	0.444616
111	0.444187
112	0.444139
113	0.444126
114	0.443891
115	0.443645
116	0.443630
117	0.443440
118	0.443409
119	0.443339
120	0.443024
121	0.442972
122	0.442879
123	0.442471
124	0.441766
125	0.441622
126	0.441495
127	0.441482
128	0.441444
129	0.441431
130	0.441094
131	0.440906
132	0.440900
133	0.440777
134	0.440598
135	0.440502
136	0.440470
137	0.440461
138	0.440234
139	0.439629
140	0.439303
141	0.439250
142	0.438960
143	0.438918
144	0.438618
145	0.438603
146	0.438550
147	0.438539
148	0.438386
149	0.438304
150	0.438197
151	0.438022
152	0.437863
153	0.437784
154	0.437701
155	0.437580
156	0.437410
157	0.437327
158	0.437202
159	0.436932
160	0.436925
161	0.436640
162	0.436025
163	0.435961
164	0.435740
165	0.435600
166	0.435447
167	0.435409
168	0.435348
169	0.435277
170	0.434983
171	0.434932
172	0.434928
173	0.434694
174	0.434654
175	0.434320
176	0.434277
177	0.434223
178	0.434191
179	0.434179
180	0.434086
181	0.434059
182	0.434024
183	0.434021
184	0.433946
185	0.433747
186	0.433744
187	0.433660
188	0.432902
189	0.432897
190	0.432508
191	0.432463
192	0.432028
193	0.431994
194	0.431949
195	0.431896
196	0.431857
197	0.431781
198	0.431719
199	0.431450
200	0.431446
201	0.431367
202	0.431161
203	0.431012
204	0.430969
205	0.430768
206	0.430578
207	0.430542
208	0.430522
209	0.430307
210	0.430222
211	0.430173
212	0.430059
213	0.429978
214	0.429928
215	0.429678
216	0.429622
217	0.429584
218	0.429418
219	0.429285
220	0.429219
221	0.429214
222	0.429092
223	0.429090
224	0.429041
225	0.428959
226	0.428903
227	0.428804
228	0.428689
229	0.428672
230	0.428620
231	0.428592
232	0.428405
233	0.428321
234	0.428305
235	0.428304
236	0.428295
237	0.428181
238	0.428058
239	0.427989
240	0.427911
241	0.427856
242	0.427835
243	0.427833
244	0.427804
245	0.427802
246	0.427758
247	0.427741
248	0.427635
249	0.427626
250	0.427563
251	0.427521
252	0.427490
253	0.427482
254	0.427449
255	0.427436
256	0.427399
257	0.427207
258	0.427206
259	0.427198
260	0.427028
261	0.426818
262	0.426619
263	0.426535
264	0.426524
265	0.426506
266	0.426443
267	0.426409
268	0.426263
269	0.426131
270	0.426029
271	0.425992
272	0.425987
273	0.425871
274	0.425839
275	0.425749
276	0.425741
277	0.425726
278	0.425675
279	0.425610
280	0.425596
281	0.425490
282	0.425453
283	0.425224
284	0.425167
285	0.425126
286	0.425015
287	0.424992
288	0.424831
289	0.424798
290	0.424728
291	0.424667
292	0.424643
293	0.424576
294	0.424568
295	0.424512
296	0.424506
297	0.424375
298	0.424056
299	0.424019
300	0.423977
301	0.423881
302	0.423765
303	0.423751
304	0.423673
305	0.423658
306	0.423514
307	0.423473
308	0.423446
309	0.423433
310	0.423162
311	0.423136
312	0.423130
